jp,#genre#
SL HOT 6 HD,http://56d0d5e9.akadatel.com/iptv/7LL5FKWDQVAZBW/12166/index.m3u8
SL HOT 7 HD,http://56d0d5e9.akadatel.com/iptv/7LL5FKWDQVAZBW/12167/index.m3u8
SL HOT 8 HD,http://56d0d5e9.akadatel.com/iptv/7LL5FKWDQVAZBW/12168/index.m3u8
SL HOT 9 HD,http://56d0d5e9.akadatel.com/iptv/7LL5FKWDQVAZBW/12169/index.m3u8
THREESOME TV,http://56d0d5e9.akadatel.com/iptv/7LL5FKWDQVAZBW/12180/index.m3u8
Tiny4K,http://56d0d5e9.akadatel.com/iptv/7LL5FKWDQVAZBW/6258/index.m3u8
Tushy HD,http://56d0d5e9.akadatel.com/iptv/7LL5FKWDQVAZBW/6261/index.m3u8
Xpanded TV,http://56d0d5e9.akadatel.com/iptv/7LL5FKWDQVAZBW/6269/index.m3u8
XY Plus HD,http://56d0d5e9.akadatel.com/iptv/7LL5FKWDQVAZBW/6288/index.m3u8
XY 混合高清,http://56d0d5e9.akadatel.com/iptv/7LL5FKWDQVAZBW/6287/index.m3u8
小亞洲人HD,http://56d0d5e9.akadatel.com/iptv/7LL5FKWDQVAZBW/6230/index.m3u8

$akadatel,#genre#
18++电影HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/18053/index.m3u8
A3 Bikini,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6165/index.m3u8
Adult Time,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6166/index.m3u8
Alba 1,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12106/index.m3u8
Alba 1 HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12105/index.m3u8
Alba 2,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12108/index.m3u8
Alba 2 HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12107/index.m3u8
Alba 3,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12109/index.m3u8
Alba 4,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12110/index.m3u8
Alba 5,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12111/index.m3u8
Anal Red TV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6167/index.m3u8
Analized HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6168/index.m3u8
AST TV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6169/index.m3u8
AST TV 2,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6170/index.m3u8
Babes TV HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6172/index.m3u8
BAG U,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12170/index.m3u8
Balkan Erotic,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6270/index.m3u8
Bang Bros HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6173/index.m3u8
Bang U,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12114/index.m3u8
Bang!,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6174/index.m3u8
BANGBROS UHD 4K,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12181/index.m3u8
Barely legal,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/871/index.m3u8
Big Ass Adult TV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6175/index.m3u8
Big Dick Red TV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6176/index.m3u8
Big Tits Adult TV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6177/index.m3u8
Blacked HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6178/index.m3u8
BLACKED TV ELITE,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12191/index.m3u8
BLACKED TV PREMIUM,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12190/index.m3u8
Blonde Adult TV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6179/index.m3u8
Blowjob Red TV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6180/index.m3u8
Blue Hustler,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/1064/index.m3u8
Brazzers eXXtra,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6181/index.m3u8
Brazzers HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6182/index.m3u8
BRAZZERS TV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12113/index.m3u8
Brazzers TV Europe,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/910/index.m3u8
Brunette Adult TV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6183/index.m3u8
cento x cento,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6184/index.m3u8
Cherry Pimps,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6185/index.m3u8
Club 17,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6186/index.m3u8
Compilation Adult TV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6187/index.m3u8
Cuckold Red TV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6188/index.m3u8
Cum Louder,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6189/index.m3u8
Cum4k,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6190/index.m3u8
Day with a Pornstar,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6192/index.m3u8
DDF Busty,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6193/index.m3u8
DDF Network,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6194/index.m3u8
Digital Desire HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6195/index.m3u8
Digital Playground HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6196/index.m3u8
DIRTY HOBBY,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12183/index.m3u8
Dorcel Club,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6197/index.m3u8
Dorcel HD orig,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/9064/index.m3u8
Dorcel TV FHD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/878/index.m3u8
DORCEL TV FHD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12131/index.m3u8
Dorcel TV FHD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12120/index.m3u8
Dorcel TV FHD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12120/index.m3u8,
Dorcel TV HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/245/index.m3u8
Dorcel TV HD orig,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/9067/index.m3u8
DORCEL XXX TV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12132/index.m3u8
DuckTV HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/18138/index.m3u8
Dusk,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6198/index.m3u8
DUSK TV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12129/index.m3u8
Emanuelle HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6272/index.m3u8
EROCOM TV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12128/index.m3u8
Eromania 4K,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/10049/index.m3u8
Erotic,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6289/index.m3u8
Erotic 2,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6290/index.m3u8
Erotic 3,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6291/index.m3u8
Erotic 4,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6292/index.m3u8
Erotic 6,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6293/index.m3u8
Erotic 7,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6294/index.m3u8
Erotic 8,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6295/index.m3u8
Erox HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6296/index.m3u8
Eroxxx HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/5015/index.m3u8
Evil Angel HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6199/index.m3u8
Evolved Fights,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6200/index.m3u8
Extasy 4K,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/5014/index.m3u8
Extasy HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6201/index.m3u8
EXTASY HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/11051/index.m3u8
Extreme,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6273/index.m3u8
Exxxotica HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/2397/index.m3u8
EXXXOTICA HD orig,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/9346/index.m3u8
Fake Taxi HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6202/index.m3u8
Fap TV 2,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6203/index.m3u8
Fap TV 3,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6204/index.m3u8
Fap TV Anal,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6206/index.m3u8
Fap TV BBW,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6207/index.m3u8
Fap TV Compilation,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6208/index.m3u8
Fap TV Lesbian,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6209/index.m3u8
Fap TV Parody,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6210/index.m3u8
Fap TV Teens,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6211/index.m3u8
Fast Boyz,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6274/index.m3u8
FAST BOYZ GAY,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12205/index.m3u8
FemJoy,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6212/index.m3u8
Fetish Red TV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6213/index.m3u8
FREE X TV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12134/index.m3u8
French Lover,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12124/index.m3u8
FrenchLover,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/2160/index.m3u8
Gangbang Adult TV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6214/index.m3u8
GANGBANG CREAMPIE,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12184/index.m3u8
Gay Adult TV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6215/index.m3u8
GAY PREMIUM,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12204/index.m3u8
GLORYHOLE LOVE FHD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12192/index.m3u8
Got MYLF,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6216/index.m3u8
Hands on Hardcore,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6217/index.m3u8
Hard X,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6218/index.m3u8
Hardcore Red TV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6219/index.m3u8
Hitzefrei HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6220/index.m3u8
Holed,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6221/index.m3u8
HOT,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6275/index.m3u8
Hot and Mean,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6222/index.m3u8
Hot Guys Fuck,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6223/index.m3u8
Hot Pleasure,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6277/index.m3u8
HOT XXL HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6276/index.m3u8
HOTWIFE PREMIUM,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12187/index.m3u8
Hustler HD Europe,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/244/index.m3u8
Hustler HD orig,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/9065/index.m3u8
Interracial Red TV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6224/index.m3u8
Japan HDV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6225/index.m3u8
Kinoshka Adult HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/18060/index.m3u8
KinoXXX,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/11052/index.m3u8
Latina Red TV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6226/index.m3u8
LATINA TV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12172/index.m3u8
LEO TV FHD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12123/index.m3u8
Lesbea,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6227/index.m3u8
Lesbian Affair,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6278/index.m3u8
Lesbian Red TV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6228/index.m3u8
Lethal Hardcore,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6229/index.m3u8
LIBERTY EROTIKA HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/16069/index.m3u8
Little Asians HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6230/index.m3u8
Live Cams Adult TV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6231/index.m3u8
Lust Cinema,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6232/index.m3u8
MAD SEX PARTY,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12194/index.m3u8
Meiden Van Holland,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12125/index.m3u8
MetArt HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6233/index.m3u8
MILF Red TV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6234/index.m3u8
MILF TV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12173/index.m3u8
Monsters of Cock,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6235/index.m3u8
MvH Hard,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6297/index.m3u8
MYLF TV HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6236/index.m3u8
Naughty America,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6237/index.m3u8
Nubiles TV HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6238/index.m3u8
O-la-la,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/2161/index.m3u8
O-La-La orig,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/9068/index.m3u8
Oldtimer,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6279/index.m3u8
ox-ax HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6239/index.m3u8
PASSIE TV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12136/index.m3u8
Penthouse Gold HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/5011/index.m3u8
Penthouse Passion HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/1073/index.m3u8
Penthouse Quickies 1300k,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/5012/index.m3u8
Penthouse Quickies HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/5013/index.m3u8
Pink Erotic 3,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6240/index.m3u8
Pink Erotic 4,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6241/index.m3u8
PINK EROTICA 1,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12146/index.m3u8
PINK EROTICA 2,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12147/index.m3u8
PINK EROTICA 3,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12148/index.m3u8
PINK EROTICA 4,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12149/index.m3u8
PINK EROTICA 5,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12150/index.m3u8
PINK EROTICA 6,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12151/index.m3u8
PINK EROTICA 7,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12152/index.m3u8
PINK EROTICA 8,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12153/index.m3u8
Playboy,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/527/index.m3u8
Playboy LA,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6280/index.m3u8
Playboy Plus,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6242/index.m3u8
PLAYBOY TV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12135/index.m3u8
Pornstar Red TV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6243/index.m3u8
PORNSTAR TV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12174/index.m3u8
POV Adult TV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6244/index.m3u8
POV TV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12175/index.m3u8
Private HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6245/index.m3u8
Private TV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/243/index.m3u8
PROKOPTV XXX HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/19401/index.m3u8
Public Agent,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6246/index.m3u8
PURE BABES,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12112/index.m3u8
Reality Kings HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6247/index.m3u8
Red Lips,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6271/index.m3u8
Red XXX,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6281/index.m3u8
Redlight HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/242/index.m3u8
Redlight HD orig,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/9066/index.m3u8
RK Prime,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6248/index.m3u8
RK TV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6249/index.m3u8
ROCCO TV 7/24,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12189/index.m3u8
Rough Adult TV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6250/index.m3u8
ROUGH TV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12176/index.m3u8
Russian Adult TV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6251/index.m3u8
RUSSIAN TV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12177/index.m3u8
Sex With Muslims,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6252/index.m3u8
SexArt,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6253/index.m3u8
sext 6 senso,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6254/index.m3u8
Sexto Senso,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/875/index.m3u8
Sexy Hot,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6282/index.m3u8
SINematica,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6255/index.m3u8
SKY HIGH ADULT HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/15166/index.m3u8
SKY_HIGH_SEX_VR,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/19406/index.m3u8
SL EROTIC HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12160/index.m3u8
SL HOT 1 HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12161/index.m3u8
SL HOT 2 HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12162/index.m3u8
SL HOT 3 HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12163/index.m3u8
SL HOT 4 HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12164/index.m3u8
SL HOT 5 HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12165/index.m3u8
SL HOT 6 HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12166/index.m3u8
SL HOT 7 HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12167/index.m3u8
SL HOT 8 HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12168/index.m3u8
SL HOT 9 HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12169/index.m3u8
Super one HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12121/index.m3u8
SuperOne HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6298/index.m3u8
Taboo,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6283/index.m3u8
Teen Red TV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6256/index.m3u8
TEEN TV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12178/index.m3u8
Threesome Red TV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6257/index.m3u8
THREESOME TV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12180/index.m3u8
Tiny4K,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6258/index.m3u8
Trans Angels,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6259/index.m3u8
TRANS PREMIUM,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12193/index.m3u8
True Amateurs,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6260/index.m3u8
TURKCE ALTAZILI YENI,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12154/index.m3u8
TURKCE ALTAZILI YENI 1,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12155/index.m3u8
TURKCE ALTAZILI YENI 2,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12156/index.m3u8
TURKCE ALTAZILI YENI 3,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12157/index.m3u8
TURKCE ALTAZILI YENI 4,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12158/index.m3u8
Tushy HD,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6261/index.m3u8
TUSHY TV,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/12188/index.m3u8
TushyRAW,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6262/index.m3u8
Venus,http://he11o.akadatel.com/iptv/DSVPF5Z9B55L4A/6284/index.m3u8
